,Timestamp
932,2011-04-27 12:00:00
933,2011-04-27 15:00:00
934,2011-04-27 18:00:00
935,2011-04-27 21:00:00
936,2011-04-28 00:00:00
937,2011-04-28 03:00:00
938,2011-04-28 06:00:00
939,2011-04-28 09:00:00
940,2011-04-28 12:00:00
941,2011-04-28 15:00:00
942,2011-04-28 18:00:00
943,2011-04-28 21:00:00
944,2011-04-29 00:00:00
945,2011-04-29 03:00:00
946,2011-04-29 06:00:00
947,2011-04-29 09:00:00
948,2011-04-29 12:00:00
949,2011-04-29 15:00:00
950,2011-04-29 18:00:00
951,2011-04-29 21:00:00
952,2011-04-30 00:00:00
953,2011-04-30 03:00:00
954,2011-04-30 06:00:00
955,2011-04-30 09:00:00
956,2011-04-30 12:00:00
957,2011-04-30 15:00:00
958,2011-04-30 18:00:00
959,2011-04-30 21:00:00
960,2011-05-01 00:00:00
961,2011-05-01 03:00:00
962,2011-05-01 06:00:00
963,2011-05-01 09:00:00
964,2011-05-01 12:00:00
965,2011-05-01 15:00:00
966,2011-05-01 18:00:00
967,2011-05-01 21:00:00
968,2011-05-02 00:00:00
969,2011-05-02 03:00:00
970,2011-05-02 06:00:00
971,2011-05-02 09:00:00
972,2011-05-02 12:00:00
973,2011-05-02 15:00:00
974,2011-05-02 18:00:00
975,2011-05-02 21:00:00
976,2011-05-03 00:00:00
977,2011-05-03 03:00:00
978,2011-05-03 06:00:00
979,2011-05-03 09:00:00
980,2011-05-03 12:00:00
981,2011-05-03 15:00:00
982,2011-05-03 18:00:00
983,2011-05-03 21:00:00
984,2011-05-04 00:00:00
985,2011-05-04 03:00:00
986,2011-05-04 06:00:00
987,2011-05-04 09:00:00
988,2011-05-04 12:00:00
989,2011-05-04 15:00:00
990,2011-05-04 18:00:00
991,2011-05-04 21:00:00
992,2011-05-05 00:00:00
993,2011-05-05 03:00:00
994,2011-05-05 06:00:00
995,2011-05-05 09:00:00
996,2011-05-05 12:00:00
997,2011-05-05 15:00:00
998,2011-05-05 18:00:00
999,2011-05-05 21:00:00
1000,2011-05-06 00:00:00
1001,2011-05-06 03:00:00
1002,2011-05-06 06:00:00
1003,2011-05-06 09:00:00
1004,2011-05-06 12:00:00
1005,2011-05-06 15:00:00
1006,2011-05-06 18:00:00
1007,2011-05-06 21:00:00
1008,2011-05-07 00:00:00
1009,2011-05-07 03:00:00
1010,2011-05-07 06:00:00
1011,2011-05-07 09:00:00
1012,2011-05-07 12:00:00
1013,2011-05-07 15:00:00
1014,2011-05-07 18:00:00
1015,2011-05-07 21:00:00
1016,2011-05-08 00:00:00
1017,2011-05-08 03:00:00
1018,2011-05-08 06:00:00
1019,2011-05-08 09:00:00
1020,2011-05-08 12:00:00
1021,2011-05-08 15:00:00
1022,2011-05-08 18:00:00
1023,2011-05-08 21:00:00
1024,2011-05-09 00:00:00
1025,2011-05-09 03:00:00
1026,2011-05-09 06:00:00
1027,2011-05-09 09:00:00
1028,2011-05-09 12:00:00
1029,2011-05-09 15:00:00
1030,2011-05-09 18:00:00
1031,2011-05-09 21:00:00
1032,2011-05-10 00:00:00
1033,2011-05-10 03:00:00
1034,2011-05-10 06:00:00
1035,2011-05-10 09:00:00
1036,2011-05-10 12:00:00
1037,2011-05-10 15:00:00
1038,2011-05-10 18:00:00
1039,2011-05-10 21:00:00
1040,2011-05-11 00:00:00
1041,2011-05-11 03:00:00
1042,2011-05-11 06:00:00
1043,2011-05-11 09:00:00
1044,2011-05-11 12:00:00
1045,2011-05-11 15:00:00
1046,2011-05-11 18:00:00
1047,2011-05-11 21:00:00
1048,2011-05-12 00:00:00
1049,2011-05-12 03:00:00
1050,2011-05-12 06:00:00
1051,2011-05-12 09:00:00
1052,2011-05-12 12:00:00
1053,2011-05-12 15:00:00
1054,2011-05-12 18:00:00
1055,2011-05-12 21:00:00
1056,2011-05-13 00:00:00
1057,2011-05-13 03:00:00
1058,2011-05-13 06:00:00
1059,2011-05-13 09:00:00
1060,2011-05-13 12:00:00
1061,2011-05-13 15:00:00
1062,2011-05-13 18:00:00
1063,2011-05-13 21:00:00
1064,2011-05-14 00:00:00
1065,2011-05-14 03:00:00
1066,2011-05-14 06:00:00
1067,2011-05-14 09:00:00
1068,2011-05-14 12:00:00
1069,2011-05-14 15:00:00
1070,2011-05-14 18:00:00
1071,2011-05-14 21:00:00
1072,2011-05-15 00:00:00
1073,2011-05-15 03:00:00
1074,2011-05-15 06:00:00
1075,2011-05-15 09:00:00
1076,2011-05-15 12:00:00
1077,2011-05-15 15:00:00
1078,2011-05-15 18:00:00
1079,2011-05-15 21:00:00
1080,2011-05-16 00:00:00
1081,2011-05-16 03:00:00
1082,2011-05-16 06:00:00
1083,2011-05-16 09:00:00
1084,2011-05-16 12:00:00
1085,2011-05-16 15:00:00
1086,2011-05-16 18:00:00
1087,2011-05-16 21:00:00
1088,2011-05-17 00:00:00
1089,2011-05-17 03:00:00
1090,2011-05-17 06:00:00
1091,2011-05-17 09:00:00
1092,2011-05-17 12:00:00
1093,2011-05-17 15:00:00
1094,2011-05-17 18:00:00
1095,2011-05-17 21:00:00
1096,2011-05-18 00:00:00
1097,2011-05-18 03:00:00
1098,2011-05-18 06:00:00
1099,2011-05-18 09:00:00
1100,2011-05-18 12:00:00
1101,2011-05-18 15:00:00
1102,2011-05-18 18:00:00
1103,2011-05-18 21:00:00
1104,2011-05-19 00:00:00
1105,2011-05-19 03:00:00
1106,2011-05-19 06:00:00
1107,2011-05-19 09:00:00
1108,2011-05-19 12:00:00
1109,2011-05-19 15:00:00
1110,2011-05-19 18:00:00
1111,2011-05-19 21:00:00
1112,2011-05-20 00:00:00
1113,2011-05-20 03:00:00
1114,2011-05-20 06:00:00
1115,2011-05-20 09:00:00
1116,2011-05-20 12:00:00
1117,2011-05-20 15:00:00
1118,2011-05-20 18:00:00
1119,2011-05-20 21:00:00
1120,2011-05-21 00:00:00
1121,2011-05-21 03:00:00
1122,2011-05-21 06:00:00
1123,2011-05-21 09:00:00
1124,2011-05-21 12:00:00
1125,2011-05-21 15:00:00
1126,2011-05-21 18:00:00
1127,2011-05-21 21:00:00
1128,2011-05-22 00:00:00
1129,2011-05-22 03:00:00
1130,2011-05-22 06:00:00
1131,2011-05-22 09:00:00
1132,2011-05-22 12:00:00
1133,2011-05-22 15:00:00
1134,2011-05-22 18:00:00
1135,2011-05-22 21:00:00
1136,2011-05-23 00:00:00
1137,2011-05-23 03:00:00
1138,2011-05-23 06:00:00
1139,2011-05-23 09:00:00
1140,2011-05-23 12:00:00
1141,2011-05-23 15:00:00
1142,2011-05-23 18:00:00
1143,2011-05-23 21:00:00
1144,2011-05-24 00:00:00
1145,2011-05-24 03:00:00
1146,2011-05-24 06:00:00
1147,2011-05-24 09:00:00
1148,2011-05-24 12:00:00
1149,2011-05-24 15:00:00
1150,2011-05-24 18:00:00
1151,2011-05-24 21:00:00
1152,2011-05-25 00:00:00
1153,2011-05-25 03:00:00
1154,2011-05-25 06:00:00
1155,2011-05-25 09:00:00
1156,2011-05-25 12:00:00
1157,2011-05-25 15:00:00
1158,2011-05-25 18:00:00
1159,2011-05-25 21:00:00
1160,2011-05-26 00:00:00
1161,2011-05-26 03:00:00
1162,2011-05-26 06:00:00
1163,2011-05-26 09:00:00
1164,2011-05-26 12:00:00
1165,2011-05-26 15:00:00
1166,2011-05-26 18:00:00
1167,2011-05-26 21:00:00
1168,2011-05-27 00:00:00
1169,2011-05-27 03:00:00
1170,2011-05-27 06:00:00
1171,2011-05-27 09:00:00
1172,2011-05-27 12:00:00
1173,2011-05-27 15:00:00
1174,2011-05-27 18:00:00
1175,2011-05-27 21:00:00
1176,2011-05-28 00:00:00
1177,2011-05-28 03:00:00
1178,2011-05-28 06:00:00
1179,2011-05-28 09:00:00
1180,2011-05-28 12:00:00
1181,2011-05-28 15:00:00
1182,2011-05-28 18:00:00
1183,2011-05-28 21:00:00
1184,2011-05-29 00:00:00
1185,2011-05-29 03:00:00
1186,2011-05-29 06:00:00
1187,2011-05-29 09:00:00
1188,2011-05-29 12:00:00
1189,2011-05-29 15:00:00
1190,2011-05-29 18:00:00
1191,2011-05-29 21:00:00
1192,2011-05-30 00:00:00
1193,2011-05-30 03:00:00
1194,2011-05-30 06:00:00
1195,2011-05-30 09:00:00
1196,2011-05-30 12:00:00
1197,2011-05-30 15:00:00
1198,2011-05-30 18:00:00
1199,2011-05-30 21:00:00
1200,2011-05-31 00:00:00
1201,2011-05-31 03:00:00
1202,2011-05-31 06:00:00
1203,2011-05-31 09:00:00
1204,2011-05-31 12:00:00
1205,2011-05-31 15:00:00
1206,2011-05-31 18:00:00
1207,2011-05-31 21:00:00
1208,2011-06-01 00:00:00
1209,2011-06-01 03:00:00
1210,2011-06-01 06:00:00
1211,2011-06-01 09:00:00
1212,2011-06-01 12:00:00
1213,2011-06-01 15:00:00
1214,2011-06-01 18:00:00
1215,2011-06-01 21:00:00
1216,2011-06-02 00:00:00
1217,2011-06-02 03:00:00
1218,2011-06-02 06:00:00
1219,2011-06-02 09:00:00
1220,2011-06-02 12:00:00
1221,2011-06-02 15:00:00
1222,2011-06-02 18:00:00
1223,2011-06-02 21:00:00
1224,2011-06-03 00:00:00
1225,2011-06-03 03:00:00
1226,2011-06-03 06:00:00
1227,2011-06-03 09:00:00
1228,2011-06-03 12:00:00
1229,2011-06-03 15:00:00
1230,2011-06-03 18:00:00
1231,2011-06-03 21:00:00
1232,2011-06-04 00:00:00
1233,2011-06-04 03:00:00
1234,2011-06-04 06:00:00
1235,2011-06-04 09:00:00
1236,2011-06-04 12:00:00
1237,2011-06-04 15:00:00
1238,2011-06-04 18:00:00
1239,2011-06-04 21:00:00
1240,2011-06-05 00:00:00
1241,2011-06-05 03:00:00
1242,2011-06-05 06:00:00
1243,2011-06-05 09:00:00
1244,2011-06-05 12:00:00
1245,2011-06-05 15:00:00
1246,2011-06-05 18:00:00
1247,2011-06-05 21:00:00
1248,2011-06-06 00:00:00
1249,2011-06-06 03:00:00
1250,2011-06-06 06:00:00
1251,2011-06-06 09:00:00
1252,2011-06-06 12:00:00
1253,2011-06-06 15:00:00
1254,2011-06-06 18:00:00
1255,2011-06-06 21:00:00
1256,2011-06-07 00:00:00
1257,2011-06-07 03:00:00
1258,2011-06-07 06:00:00
1259,2011-06-07 09:00:00
1260,2011-06-07 12:00:00
1261,2011-06-07 15:00:00
1262,2011-06-07 18:00:00
1263,2011-06-07 21:00:00
1264,2011-06-08 00:00:00
1265,2011-06-08 03:00:00
1266,2011-06-08 06:00:00
1267,2011-06-08 09:00:00
1268,2011-06-08 12:00:00
1269,2011-06-08 15:00:00
1270,2011-06-08 18:00:00
1271,2011-06-08 21:00:00
1272,2011-06-09 00:00:00
1273,2011-06-09 03:00:00
1274,2011-06-09 06:00:00
1275,2011-06-09 09:00:00
1276,2011-06-09 12:00:00
1277,2011-06-09 15:00:00
1278,2011-06-09 18:00:00
1279,2011-06-09 21:00:00
1280,2011-06-10 00:00:00
1281,2011-06-10 03:00:00
1282,2011-06-10 06:00:00
1283,2011-06-10 09:00:00
1284,2011-06-10 12:00:00
1285,2011-06-10 15:00:00
1286,2011-06-10 18:00:00
1287,2011-06-10 21:00:00
1288,2011-06-11 00:00:00
1289,2011-06-11 03:00:00
1290,2011-06-11 06:00:00
1291,2011-06-11 09:00:00
1292,2011-06-11 12:00:00
1293,2011-06-11 15:00:00
1294,2011-06-11 18:00:00
1295,2011-06-11 21:00:00
1296,2011-06-12 00:00:00
1297,2011-06-12 03:00:00
1298,2011-06-12 06:00:00
1299,2011-06-12 09:00:00
1300,2011-06-12 12:00:00
1301,2011-06-12 15:00:00
1302,2011-06-12 18:00:00
1303,2011-06-12 21:00:00
1304,2011-06-13 00:00:00
1305,2011-06-13 03:00:00
1306,2011-06-13 06:00:00
1307,2011-06-13 09:00:00
1308,2011-06-13 12:00:00
1309,2011-06-13 15:00:00
1310,2011-06-13 18:00:00
1311,2011-06-13 21:00:00
1312,2011-06-14 00:00:00
1313,2011-06-14 03:00:00
1314,2011-06-14 06:00:00
1315,2011-06-14 09:00:00
1316,2011-06-14 12:00:00
1317,2011-06-14 15:00:00
1318,2011-06-14 18:00:00
1319,2011-06-14 21:00:00
1320,2011-06-15 00:00:00
1321,2011-06-15 03:00:00
1322,2011-06-15 06:00:00
1323,2011-06-15 09:00:00
1324,2011-06-15 12:00:00
1325,2011-06-15 15:00:00
1326,2011-06-15 18:00:00
1327,2011-06-15 21:00:00
1328,2011-06-16 00:00:00
1329,2011-06-16 03:00:00
1330,2011-06-16 06:00:00
1331,2011-06-16 09:00:00
1332,2011-06-16 12:00:00
1333,2011-06-16 15:00:00
1334,2011-06-16 18:00:00
1335,2011-06-16 21:00:00
1336,2011-06-17 00:00:00
1337,2011-06-17 03:00:00
1338,2011-06-17 06:00:00
1339,2011-06-17 09:00:00
1340,2011-06-17 12:00:00
1341,2011-06-17 15:00:00
1342,2011-06-17 18:00:00
1343,2011-06-17 21:00:00
1344,2011-06-18 00:00:00
1345,2011-06-18 03:00:00
1346,2011-06-18 06:00:00
1347,2011-06-18 09:00:00
1348,2011-06-18 12:00:00
1349,2011-06-18 15:00:00
1350,2011-06-18 18:00:00
1351,2011-06-18 21:00:00
1352,2011-06-19 00:00:00
1353,2011-06-19 03:00:00
1354,2011-06-19 06:00:00
1355,2011-06-19 09:00:00
1356,2011-06-19 12:00:00
1357,2011-06-19 15:00:00
1358,2011-06-19 18:00:00
1359,2011-06-19 21:00:00
1360,2011-06-20 00:00:00
1361,2011-06-20 03:00:00
1362,2011-06-20 06:00:00
1363,2011-06-20 09:00:00
1364,2011-06-20 12:00:00
1365,2011-06-20 15:00:00
1366,2011-06-20 18:00:00
1367,2011-06-20 21:00:00
1368,2011-06-21 00:00:00
1369,2011-06-21 03:00:00
1370,2011-06-21 06:00:00
1371,2011-06-21 09:00:00
1372,2011-06-21 12:00:00
1373,2011-06-21 15:00:00
1374,2011-06-21 18:00:00
1375,2011-06-21 21:00:00
1376,2011-06-22 00:00:00
1377,2011-06-22 03:00:00
1378,2011-06-22 06:00:00
1379,2011-06-22 09:00:00
1380,2011-06-22 12:00:00
1381,2011-06-22 15:00:00
1382,2011-06-22 18:00:00
1383,2011-06-22 21:00:00
1384,2011-06-23 00:00:00
1385,2011-06-23 03:00:00
1386,2011-06-23 06:00:00
1387,2011-06-23 09:00:00
1388,2011-06-23 12:00:00
1389,2011-06-23 15:00:00
1390,2011-06-23 18:00:00
1391,2011-06-23 21:00:00
1392,2011-06-24 00:00:00
1393,2011-06-24 03:00:00
1394,2011-06-24 06:00:00
1395,2011-06-24 09:00:00
1396,2011-06-24 12:00:00
1397,2011-06-24 15:00:00
1398,2011-06-24 18:00:00
1399,2011-06-24 21:00:00
1400,2011-06-25 00:00:00
1401,2011-06-25 03:00:00
1402,2011-06-25 06:00:00
1403,2011-06-25 09:00:00
1404,2011-06-25 12:00:00
1405,2011-06-25 15:00:00
1406,2011-06-25 18:00:00
1407,2011-06-25 21:00:00
1408,2011-06-26 00:00:00
1409,2011-06-26 03:00:00
1410,2011-06-26 06:00:00
1411,2011-06-26 09:00:00
1412,2011-06-26 12:00:00
1413,2011-06-26 15:00:00
1414,2011-06-26 18:00:00
1415,2011-06-26 21:00:00
1416,2011-06-27 00:00:00
1417,2011-06-27 03:00:00
1418,2011-06-27 06:00:00
1419,2011-06-27 09:00:00
1420,2011-06-27 12:00:00
1421,2011-06-27 15:00:00
1422,2011-06-27 18:00:00
1423,2011-06-27 21:00:00
1424,2011-06-28 00:00:00
1425,2011-06-28 03:00:00
1426,2011-06-28 06:00:00
1427,2011-06-28 09:00:00
1428,2011-06-28 12:00:00
1429,2011-06-28 15:00:00
1430,2011-06-28 18:00:00
1431,2011-06-28 21:00:00
1432,2011-06-29 00:00:00
1433,2011-06-29 03:00:00
1434,2011-06-29 06:00:00
1435,2011-06-29 09:00:00
1436,2011-06-29 12:00:00
1437,2011-06-29 15:00:00
1438,2011-06-29 18:00:00
1439,2011-06-29 21:00:00
1440,2011-06-30 00:00:00
1441,2011-06-30 03:00:00
1442,2011-06-30 06:00:00
1443,2011-06-30 09:00:00
1444,2011-06-30 12:00:00
1445,2011-06-30 15:00:00
1446,2011-06-30 18:00:00
1447,2011-06-30 21:00:00
1448,2011-07-01 00:00:00
1449,2011-07-01 03:00:00
1450,2011-07-01 06:00:00
1451,2011-07-01 09:00:00
1452,2011-07-01 12:00:00
1453,2011-07-01 15:00:00
1454,2011-07-01 18:00:00
1455,2011-07-01 21:00:00
1456,2011-07-02 00:00:00
1457,2011-07-02 03:00:00
1458,2011-07-02 06:00:00
1459,2011-07-02 09:00:00
1460,2011-07-02 12:00:00
1461,2011-07-02 15:00:00
1462,2011-07-02 18:00:00
1463,2011-07-02 21:00:00
1464,2011-07-03 00:00:00
1465,2011-07-03 03:00:00
1466,2011-07-03 06:00:00
1467,2011-07-03 09:00:00
1468,2011-07-03 12:00:00
1469,2011-07-03 15:00:00
1470,2011-07-03 18:00:00
1471,2011-07-03 21:00:00
1472,2011-07-04 00:00:00
1473,2011-07-04 03:00:00
1474,2011-07-04 06:00:00
1475,2011-07-04 09:00:00
1476,2011-07-04 12:00:00
1477,2011-07-04 15:00:00
1478,2011-07-04 18:00:00
1479,2011-07-04 21:00:00
1480,2011-07-05 00:00:00
1481,2011-07-05 03:00:00
1482,2011-07-05 06:00:00
1483,2011-07-05 09:00:00
1484,2011-07-05 12:00:00
1485,2011-07-05 15:00:00
1486,2011-07-05 18:00:00
1487,2011-07-05 21:00:00
1488,2011-07-06 00:00:00
1489,2011-07-06 03:00:00
1490,2011-07-06 06:00:00
1491,2011-07-06 09:00:00
1492,2011-07-06 12:00:00
1493,2011-07-06 15:00:00
1494,2011-07-06 18:00:00
1495,2011-07-06 21:00:00
1496,2011-07-07 00:00:00
1497,2011-07-07 03:00:00
1498,2011-07-07 06:00:00
1499,2011-07-07 09:00:00
1500,2011-07-07 12:00:00
1501,2011-07-07 15:00:00
1502,2011-07-07 18:00:00
1503,2011-07-07 21:00:00
1504,2011-07-08 00:00:00
1505,2011-07-08 03:00:00
1506,2011-07-08 06:00:00
1507,2011-07-08 09:00:00
1508,2011-07-08 12:00:00
1509,2011-07-08 15:00:00
1510,2011-07-08 18:00:00
1511,2011-07-08 21:00:00
1512,2011-07-09 00:00:00
1513,2011-07-09 03:00:00
1514,2011-07-09 06:00:00
1515,2011-07-09 09:00:00
1516,2011-07-09 12:00:00
1517,2011-07-09 15:00:00
1518,2011-07-09 18:00:00
1519,2011-07-09 21:00:00
1520,2011-07-10 00:00:00
1521,2011-07-10 03:00:00
1522,2011-07-10 06:00:00
1523,2011-07-10 09:00:00
1524,2011-07-10 12:00:00
1525,2011-07-10 15:00:00
1526,2011-07-10 18:00:00
1527,2011-07-10 21:00:00
1528,2011-07-11 00:00:00
1529,2011-07-11 03:00:00
1530,2011-07-11 06:00:00
1531,2011-07-11 09:00:00
1532,2011-07-11 12:00:00
1533,2011-07-11 15:00:00
1534,2011-07-11 18:00:00
1535,2011-07-11 21:00:00
1536,2011-07-12 00:00:00
1537,2011-07-12 03:00:00
1538,2011-07-12 06:00:00
1539,2011-07-12 09:00:00
1540,2011-07-12 12:00:00
1541,2011-07-12 15:00:00
1542,2011-07-12 18:00:00
1543,2011-07-12 21:00:00
1544,2011-07-13 00:00:00
1545,2011-07-13 03:00:00
1546,2011-07-13 06:00:00
1547,2011-07-13 09:00:00
1548,2011-07-13 12:00:00
1549,2011-07-13 15:00:00
1550,2011-07-13 18:00:00
1551,2011-07-13 21:00:00
1552,2011-07-14 00:00:00
1553,2011-07-14 03:00:00
1554,2011-07-14 06:00:00
1555,2011-07-14 09:00:00
1556,2011-07-14 12:00:00
1557,2011-07-14 15:00:00
1558,2011-07-14 18:00:00
1559,2011-07-14 21:00:00
1560,2011-07-15 00:00:00
1561,2011-07-15 03:00:00
1562,2011-07-15 06:00:00
1563,2011-07-15 09:00:00
1564,2011-07-15 12:00:00
1565,2011-07-15 15:00:00
1566,2011-07-15 18:00:00
1567,2011-07-15 21:00:00
1568,2011-07-16 00:00:00
1569,2011-07-16 03:00:00
1570,2011-07-16 06:00:00
1571,2011-07-16 09:00:00
1572,2011-07-16 12:00:00
1573,2011-07-16 15:00:00
1574,2011-07-16 18:00:00
1575,2011-07-16 21:00:00
1576,2011-07-17 00:00:00
1577,2011-07-17 03:00:00
1578,2011-07-17 06:00:00
1579,2011-07-17 09:00:00
1580,2011-07-17 12:00:00
1581,2011-07-17 15:00:00
1582,2011-07-17 18:00:00
1583,2011-07-17 21:00:00
1584,2011-07-18 00:00:00
1585,2011-07-18 03:00:00
1586,2011-07-18 06:00:00
1587,2011-07-18 09:00:00
1588,2011-07-18 12:00:00
1589,2011-07-18 15:00:00
1590,2011-07-18 18:00:00
1591,2011-07-18 21:00:00
1592,2011-07-19 00:00:00
1593,2011-07-19 03:00:00
1594,2011-07-19 06:00:00
1595,2011-07-19 09:00:00
1596,2011-07-19 12:00:00
1597,2011-07-19 15:00:00
1598,2011-07-19 18:00:00
1599,2011-07-19 21:00:00
1600,2011-07-20 00:00:00
1601,2011-07-20 03:00:00
1602,2011-07-20 06:00:00
1603,2011-07-20 09:00:00
1604,2011-07-20 12:00:00
1605,2011-07-20 15:00:00
1606,2011-07-20 18:00:00
1607,2011-07-20 21:00:00
1608,2011-07-21 00:00:00
1609,2011-07-21 03:00:00
1610,2011-07-21 06:00:00
1611,2011-07-21 09:00:00
1612,2011-07-21 12:00:00
1613,2011-07-21 15:00:00
1614,2011-07-21 18:00:00
1615,2011-07-21 21:00:00
1616,2011-07-22 00:00:00
1617,2011-07-22 03:00:00
1618,2011-07-22 06:00:00
1619,2011-07-22 09:00:00
1620,2011-07-22 12:00:00
1621,2011-07-22 15:00:00
1622,2011-07-22 18:00:00
1623,2011-07-22 21:00:00
1624,2011-07-23 00:00:00
1625,2011-07-23 03:00:00
1626,2011-07-23 06:00:00
1627,2011-07-23 09:00:00
1628,2011-07-23 12:00:00
1629,2011-07-23 15:00:00
1630,2011-07-23 18:00:00
1631,2011-07-23 21:00:00
1632,2011-07-24 00:00:00
1633,2011-07-24 03:00:00
1634,2011-07-24 06:00:00
1635,2011-07-24 09:00:00
1636,2011-07-24 12:00:00
1637,2011-07-24 15:00:00
1638,2011-07-24 18:00:00
1639,2011-07-24 21:00:00
1640,2011-07-25 00:00:00
1641,2011-07-25 03:00:00
1642,2011-07-25 06:00:00
1643,2011-07-25 09:00:00
1644,2011-07-25 12:00:00
1645,2011-07-25 15:00:00
1646,2011-07-25 18:00:00
1647,2011-07-25 21:00:00
1648,2011-07-26 00:00:00
1649,2011-07-26 03:00:00
1650,2011-07-26 06:00:00
1651,2011-07-26 09:00:00
1652,2011-07-26 12:00:00
1653,2011-07-26 15:00:00
1654,2011-07-26 18:00:00
1655,2011-07-26 21:00:00
1656,2011-07-27 00:00:00
1657,2011-07-27 03:00:00
1658,2011-07-27 06:00:00
1659,2011-07-27 09:00:00
1660,2011-07-27 12:00:00
1661,2011-07-27 15:00:00
1662,2011-07-27 18:00:00
1663,2011-07-27 21:00:00
1664,2011-07-28 00:00:00
1665,2011-07-28 03:00:00
1666,2011-07-28 06:00:00
1667,2011-07-28 09:00:00
1668,2011-07-28 12:00:00
1669,2011-07-28 15:00:00
1670,2011-07-28 18:00:00
1671,2011-07-28 21:00:00
1672,2011-07-29 00:00:00
1673,2011-07-29 03:00:00
1674,2011-07-29 06:00:00
1675,2011-07-29 09:00:00
1676,2011-07-29 12:00:00
1677,2011-07-29 15:00:00
1678,2011-07-29 18:00:00
1679,2011-07-29 21:00:00
1680,2011-07-30 00:00:00
1681,2011-07-30 03:00:00
1682,2011-07-30 06:00:00
1683,2011-07-30 09:00:00
1684,2011-07-30 12:00:00
1685,2011-07-30 15:00:00
1686,2011-07-30 18:00:00
1687,2011-07-30 21:00:00
1688,2011-07-31 00:00:00
1689,2011-07-31 03:00:00
1690,2011-07-31 06:00:00
1691,2011-07-31 09:00:00
1692,2011-07-31 12:00:00
1693,2011-07-31 15:00:00
1694,2011-07-31 18:00:00
1695,2011-07-31 21:00:00
1696,2011-08-01 00:00:00
1697,2011-08-01 03:00:00
1698,2011-08-01 06:00:00
1699,2011-08-01 09:00:00
1700,2011-08-01 12:00:00
1701,2011-08-01 15:00:00
1702,2011-08-01 18:00:00
1703,2011-08-01 21:00:00
1704,2011-08-02 00:00:00
1705,2011-08-02 03:00:00
1706,2011-08-02 06:00:00
1707,2011-08-02 09:00:00
1708,2011-08-02 12:00:00
1709,2011-08-02 15:00:00
1710,2011-08-02 18:00:00
1711,2011-08-02 21:00:00
1712,2011-08-03 00:00:00
1713,2011-08-03 03:00:00
1714,2011-08-03 06:00:00
1715,2011-08-03 09:00:00
1716,2011-08-03 12:00:00
1717,2011-08-03 15:00:00
1718,2011-08-03 18:00:00
1719,2011-08-03 21:00:00
1720,2011-08-04 00:00:00
1721,2011-08-04 03:00:00
1722,2011-08-04 06:00:00
1723,2011-08-04 09:00:00
1724,2011-08-04 12:00:00
1725,2011-08-04 15:00:00
1726,2011-08-04 18:00:00
1727,2011-08-04 21:00:00
1728,2011-08-05 00:00:00
1729,2011-08-05 03:00:00
1730,2011-08-05 06:00:00
1731,2011-08-05 09:00:00
1732,2011-08-05 12:00:00
1733,2011-08-05 15:00:00
1734,2011-08-05 18:00:00
1735,2011-08-05 21:00:00
1736,2011-08-06 00:00:00
1737,2011-08-06 03:00:00
1738,2011-08-06 06:00:00
1739,2011-08-06 09:00:00
1740,2011-08-06 12:00:00
1741,2011-08-06 15:00:00
1742,2011-08-06 18:00:00
1743,2011-08-06 21:00:00
1744,2011-08-07 00:00:00
1745,2011-08-07 03:00:00
1746,2011-08-07 06:00:00
1747,2011-08-07 09:00:00
1748,2011-08-07 12:00:00
1749,2011-08-07 15:00:00
1750,2011-08-07 18:00:00
1751,2011-08-07 21:00:00
1752,2011-08-08 00:00:00
1753,2011-08-08 03:00:00
1754,2011-08-08 06:00:00
1755,2011-08-08 09:00:00
1756,2011-08-08 12:00:00
1757,2011-08-08 15:00:00
1758,2011-08-08 18:00:00
1759,2011-08-08 21:00:00
1760,2011-08-09 00:00:00
1761,2011-08-09 03:00:00
1762,2011-08-09 06:00:00
1763,2011-08-09 09:00:00
1764,2011-08-09 12:00:00
1765,2011-08-09 15:00:00
1766,2011-08-09 18:00:00
1767,2011-08-09 21:00:00
1768,2011-08-10 00:00:00
1769,2011-08-10 03:00:00
1770,2011-08-10 06:00:00
1771,2011-08-10 09:00:00
1772,2011-08-10 12:00:00
1773,2011-08-10 15:00:00
1774,2011-08-10 18:00:00
1775,2011-08-10 21:00:00
1776,2011-08-11 00:00:00
1777,2011-08-11 03:00:00
1778,2011-08-11 06:00:00
1779,2011-08-11 09:00:00
1780,2011-08-11 12:00:00
1781,2011-08-11 15:00:00
1782,2011-08-11 18:00:00
1783,2011-08-11 21:00:00
1784,2011-08-12 00:00:00
1785,2011-08-12 03:00:00
1786,2011-08-12 06:00:00
1787,2011-08-12 09:00:00
1788,2011-08-12 12:00:00
1789,2011-08-12 15:00:00
1790,2011-08-12 18:00:00
1791,2011-08-12 21:00:00
1792,2011-08-13 00:00:00
1793,2011-08-13 03:00:00
1794,2011-08-13 06:00:00
1795,2011-08-13 09:00:00
1796,2011-08-13 12:00:00
1797,2011-08-13 15:00:00
1798,2011-08-13 18:00:00
1799,2011-08-13 21:00:00
1800,2011-08-14 00:00:00
1801,2011-08-14 03:00:00
1802,2011-08-14 06:00:00
1803,2011-08-14 09:00:00
1804,2011-08-14 12:00:00
1805,2011-08-14 15:00:00
1806,2011-08-14 18:00:00
1807,2011-08-14 21:00:00
1808,2011-08-15 00:00:00
1809,2011-08-15 03:00:00
